internal_id,Award ID,Recipient Name,Award Amount,Description,Awarding Agency,Awarding Sub Agency,Period of Performance Start Date,Period of Performance Current End Date,NAICS Code,NAICS Description,PSC Code,awarding_agency_id,agency_slug,generated_internal_id,_searched_as,Company
278397124,1605TA24F00042,BOOZ ALLEN HAMILTON INC,2624494.84,CALL ORDER FOR OFFICE OF APPRENTICESHIPS (OA) WEB PLATFORM SUPPORT SERVICES,Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605TA24F00042_1605_1605TA22A0001_1605,Booz Allen Hamilton,Booz Allen Hamilton
298593385,FA875023F1008,BOOZ ALLEN HAMILTON INC,2618647.0,ASSURED BASE OPERATIONS (ABO),Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA875023F1008_9700_FA875021D1100_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
305317909,GSQ0716BG0072,"BOOZ ALLEN HAMILTON ENGINEERING SERVICES, LLC",2613373.67,AFRC F16 MTT REFURBISHMENTS,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0716BG0072_4732_GS00Q09BGD0013_4735,Booz Allen Hamilton,Booz Allen Hamilton
296247415,DJD08HQ13AL029,BOOZ ALLEN HAMILTON INC,2609844.37,IGF::OT::IGF OTHER FUNCTIONS--PMO,Department of Justice,Drug Enforcement Administration,,,,,,252.0,department-of-justice,CONT_AWD_DJD08HQ13AL029_1524_DJDEAHQ080013BPA_1524,Booz Allen Hamilton,Booz Allen Hamilton
298377738,FA807525F0027,BOOZ ALLEN HAMILTON INC,2600000.0,"STRATEGIC PLANNING RESEARCH, CULTURAL ANALYSIS, EVALUATION, AND ASSESSMENTS FOR SPECIAL OPERATIONS COMMAND SOUTH J5 DIRECTORATE OF STRATEGY, PLANS, POLICY, SECURITY COOPERATION AND ASSESSMENTS",Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA807525F0027_9700_FA807518D0004_9700,Booz Allen Hamilton,Booz Allen Hamilton
292607985,AG3151D160091,BOOZ ALLEN HAMILTON INC,2585707.41,"THE USDA FARM SERVICE AGENCY (FSA) IS IN NEED OF TECHNICAL SERVICES. THESE SERVICES ARE REQUIRED TO SUPPORT ONGOING BUSINESS OBJECTIVES IN SUSTAINING AND IMPROVING THE SOLUTION SERVICES TO OVER 10,000 USERS AND 2,200 OFFICES.  FROM A TECHNICAL PERSPECTIVE, THESE SERVICES ARE REQUIRED TO NOT ONLY SUSTAIN THE TECHNICAL SOLUTIONS, BUT TO ALSO DRIVE EFFICIENCIES AND COST REDUCTIONS ACROSS THE SOLUTION LANDSCAPE.  IGF::OT::IGF",Department of Agriculture,Farm Service Agency,,,,,,95.0,department-of-agriculture,CONT_AWD_AG3151D160091_12D2_GS35F0306J_4730,Booz Allen Hamilton Inc,Booz Allen Hamilton
305317982,GSQ0717BG0065,"BOOZ ALLEN HAMILTON ENGINEERING SERVICES, LLC",2579269.24,IGF::OT::IGF COMBAT OPERATIONS PROCEDURES SIMULATOR (COPS),General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0717BG0065_4732_GS00Q09BGD0013_4735,Booz Allen Hamilton,Booz Allen Hamilton
279970679,36C10B24N0005,BOOZ ALLEN HAMILTON INC,2575360.56,THE VA AND VETERANS HEALTH ADMINISTRATION (VHA) IS TO EXECUTE A NEW TASK ORDER FOR REAL TIME LOCATION SYSTEMS (RTLS) SERVER SUSTAINMENT AT THE AUSTIN INFORMATION TECHNOLOGY CENTER (AITC).,Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B24N0005_3600_GS35F386DA_4732,Booz Allen Hamilton,Booz Allen Hamilton
278397081,1605TA23F00062,BOOZ ALLEN HAMILTON INC,2563316.05,ORDER ISSUED TO PROVIDE NEW CORE FINANCIAL MANAGEMENT SYSTEM (NCFMS) DATA ENCRYPTION IMPLEMENTATION PHASE 2 SERVICES TO SUPPORT THE DEPARTMENT OF LABOR (DOL) OFFICE OF THE CHIEF FINANCIAL OFFICER (OCFO).,Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605TA23F00062_1605_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
306502886,HC104719F5052,BOOZ ALLEN HAMILTON INC,2541891.62,6.6.1  DCS INTEGRATION SUPPORT  TASK ORDER 2.  UNIFIED REAL TIME ENTERPRISE COLLABORATION CAPABILITY THAT DELIVERS SECURE WEB CONFERENCING AND INSTANT MESSAGING SERVICES,Department of Defense,Defense Information Systems Agency,,,,,,1173.0,department-of-defense,CONT_AWD_HC104719F5052_9700_HC104719D5001_9700,Booz Allen Hamilton,Booz Allen Hamilton
307161005,HHSP23337072,"AQUILENT, INC.",2540824.24,IGF::OT::IGF CALL ORDER FOR ANALYTICS  GRAPHICS DESIGN AND USABILITY SUPPORT ON WEB DEV BPA FOR ASPA WEB,Department of Health and Human Services,Office of the Assistant Secretary for Administration,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_HHSP23337072_7570_HHSP233201300057B_7555,Aquilent,Booz Allen Hamilton
279032991,2033H622F00176,BOOZ ALLEN HAMILTON INC,2539219.56,TFM REFORM & TFX IMPLEMENTATION PROJECT,Department of the Treasury,Bureau of the Fiscal Service,,,,,,456.0,department-of-the-treasury,CONT_AWD_2033H622F00176_2036_2033H620A00008_2036,Booz Allen Hamilton,Booz Allen Hamilton
291060163,693KA925F00111,BOOZ ALLEN HAMILTON INC,2534929.55,"WA-25-07292 | APP-1 | SOAR WORK AREA 3 TRANSFORMATION SUPPORT |$1,725,000.00  |",Department of Transportation,Federal Aviation Administration,,,,,,731.0,department-of-transportation,CONT_AWD_693KA925F00111_6920_693KA924D00007_6920,Booz Allen Hamilton Inc,Booz Allen Hamilton
291515318,75F40118F18003,BOOZ ALLEN HAMILTON INC,2534489.67,CDER INTEGRATED ELECTRONIC SUBMISSIONS SUPPORT,Department of Health and Human Services,Food and Drug Administration,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_75F40118F18003_7524_HHSF223201810000B_7524,Booz Allen Hamilton,Booz Allen Hamilton
306488863,HC102821F0741,BOOZ ALLEN HAMILTON INC,2533285.33,EMASS DEVICE ATTRIBUTE TAGGING TOOL MAINTENANCE AND IMPLEMENTATION SUPPORT,Department of Defense,Defense Information Systems Agency,,,,,,1173.0,department-of-defense,CONT_AWD_HC102821F0741_9700_HC102817A0003_9700,Booz Allen Hamilton,Booz Allen Hamilton
279025954,2032H520F00772,BOOZ ALLEN HAMILTON INC,2527494.03,"ACA VERIFICATION SERVICE (AVS), PREMIUM TAX CREDIT (PTC) O&M SUPPORT",Department of the Treasury,Internal Revenue Service,,,,,,456.0,department-of-the-treasury,CONT_AWD_2032H520F00772_2050_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
272623892,0006,BOOZ ALLEN HAMILTON INC,2502081.62,(FA1-041) FOR INFORMATION MANAGEMENT SUPPORT,Environmental Protection Agency,Environmental Protection Agency,,,,,,700.0,environmental-protection-agency,CONT_AWD_0006_6800_EPW11016_6800,Booz Allen Hamilton,Booz Allen Hamilton
307159949,HHSP23337028,"AQUILENT, INC.",2499974.48,IGF::CT::IGF AHRQ WEB PORTFOLIO ANALYSIS AND WCMS DEVELOPMENT SUPPORT,Department of Health and Human Services,Office of the Assistant Secretary for Administration,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_HHSP23337028_7555_HHSP233201300057B_7555,Aquilent,Booz Allen Hamilton
306492177,HC102823F1045,BOOZ ALLEN HAMILTON INC,2498963.94,LABOR,Department of Defense,Defense Information Systems Agency,,,,,,1173.0,department-of-defense,CONT_AWD_HC102823F1045_9700_HC102822A0002_9700,Booz Allen Hamilton,Booz Allen Hamilton
310041227,N0018925FZ237,BOOZ ALLEN HAMILTON INC,2490454.98,NMPBS SERVICES SUPPORT,Department of Defense,Department of the Navy,,,,,,1173.0,department-of-defense,CONT_AWD_N0018925FZ237_9700_N0018921DZ046_9700,Booz Allen Hamilton,Booz Allen Hamilton
310035374,N0018923FR467,BOOZ ALLEN HAMILTON INC,2483705.64,ISSE SUPPORT FOR CYBERSECURITY - LABOR,Department of Defense,Department of the Navy,,,,,,1173.0,department-of-defense,CONT_AWD_N0018923FR467_9700_N0018922DR001_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
307151888,HHSP233201400031W,BOOZ ALLEN HAMILTON INC,2479854.65,IGF::CT::IGF ENTERPRISE SECURITY AND PROGRAM SUPPORT,Department of Health and Human Services,Office of the Assistant Secretary for Administration,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_HHSP233201400031W_7555_HHSN316201200008W_7529,Booz Allen Hamilton Inc,Booz Allen Hamilton
279292826,24322624F0227,BOOZ ALLEN HAMILTON INC,2477952.0,HCDMM FY24 DSA DATA VISUALIZATION (BPA),Office of Personnel Management,Office of Personnel Management,,,,,,503.0,office-of-personnel-management,CONT_AWD_24322624F0227_2400_24322623A0012_2400,Booz Allen Hamilton,Booz Allen Hamilton
279026643,2032H521F00841,BOOZ ALLEN HAMILTON INC,2469961.25,"TAXPAYER FIRST ACT (TFA), PROVISION 2102",Department of the Treasury,Internal Revenue Service,,,,,,456.0,department-of-the-treasury,CONT_AWD_2032H521F00841_2050_2032H519A00019_2050,Booz Allen Hamilton,Booz Allen Hamilton
291012997,68HERC23F0492,BOOZ ALLEN HAMILTON INC,2455251.06,"ONSITE ADMINISTRATIVE AND TECHNICAL SUPPORT FOR THE OCCUPATIONAL HEALTH, SAFETY, ENVIRONMENTAL MANAGEMENT, RADIATION SAFETY PROGRAMS, AND ENVIRONMENTAL MANAGEMENT SYSTEMS (EMS) AT THE US ENVIRONMENTAL PROTECTION AGENCY (EPA), OFFICE OF RESEARCH AND D",Environmental Protection Agency,Environmental Protection Agency,,,,,,700.0,environmental-protection-agency,CONT_AWD_68HERC23F0492_6800_68HERC23A0007_6800,Booz Allen Hamilton Inc,Booz Allen Hamilton
279025350,2032H519F00917,BOOZ ALLEN HAMILTON INC,2453381.69,ROBOTIC PROCESS AUTOMATION (RPA) PROGRAM MANAGEMENT SUPPORT,Department of the Treasury,Internal Revenue Service,,,,,,456.0,department-of-the-treasury,CONT_AWD_2032H519F00917_2050_2032H519A00019_2050,Booz Allen Hamilton Inc,Booz Allen Hamilton
305317898,GSQ0716BG0058,"BOOZ ALLEN HAMILTON ENGINEERING SERVICES, LLC",2447402.25,IGF::OT::IGF GREECE IAIS,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0716BG0058_4732_GS00Q09BGD0013_4735,Booz Allen Hamilton,Booz Allen Hamilton
307228436,HQ003421F0422,BOOZ ALLEN HAMILTON INC,2426618.16,CORNERSTONE ONDEMAND SOFTWARE DEVELOPMENT AND SUPPORT SERVICES,Department of Defense,Washington Headquarters Services,,,,,,1173.0,department-of-defense,CONT_AWD_HQ003421F0422_9700_HQ003421A0010_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
279025351,2032H519F00918,BOOZ ALLEN HAMILTON INC,2424410.69,PROGRAM MANAGEMENT SUPPORT FOR THE PARTNERSHIP BIPARTISAN BUDGET ACT (PBBA),Department of the Treasury,Internal Revenue Service,,,,,,456.0,department-of-the-treasury,CONT_AWD_2032H519F00918_2050_2032H519A00019_2050,Booz Allen Hamilton,Booz Allen Hamilton
279026194,2032H521F00083,BOOZ ALLEN HAMILTON INC,2393645.56,THIS IS A AWARD FOR RELEASE MANAGEMENT SUPPORT SERVICES,Department of the Treasury,Internal Revenue Service,,,,,,456.0,department-of-the-treasury,CONT_AWD_2032H521F00083_2050_TIRNO17Z00005_2050,Booz Allen Hamilton Inc,Booz Allen Hamilton
306502884,HC104719F5002,BOOZ ALLEN HAMILTON INC,2386539.99,6.3 DCS TIER 3 SUPPORT  TASK 01  SUPPORT FOR THE DCS COLLABORATION SYSTEM,Department of Defense,Defense Information Systems Agency,,,,,,1173.0,department-of-defense,CONT_AWD_HC104719F5002_9700_HC104719D5001_9700,Booz Allen Hamilton,Booz Allen Hamilton
281082305,47QFCA22F0019,BOOZ ALLEN HAMILTON INC,2376064.0,EMAPS 2 ORIGINAL AWARD,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFCA22F0019_4732_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
292210070,9523ZY21F0081,BOOZ ALLEN HAMILTON INC,2371869.6,PRIVACY PROGRAM SUPPORT SERVICES.,Commodity Futures Trading Commission,Commodity Futures Trading Commission,,,,,,1129.0,commodity-futures-trading-commission,CONT_AWD_9523ZY21F0081_9507_GS35F386DA_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
273551855,0029,PAR GOVERNMENT SYSTEMS CORPORATION,2352517.0,IGF::OT::IGF EAGLE INTEL-X SUPPORT SERVICES,Department of Defense,Defense Contract Management Agency,,,,,,1173.0,department-of-defense,CONT_AWD_0029_9700_W911QY11D0014_9700,PAR Government,Booz Allen Hamilton
278397037,1605TA23F00008,BOOZ ALLEN HAMILTON INC,2349516.57,"(LABOR) NEW TASK ORDER FOR SECTION 508 SUPPORT SERVICES AGAINST BPA 1605TA-22-A-0001. INCREMENTALLY FUND CLIN 0001 IN THE AMOUNT OF $270,225.60, FUNDS ARE PROJECTED FOR LAST FROM 12/16/2022 THROUGH 03/16/2023.  BASE + 4 OPTION PERIODS  BASE: 12/1",Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605TA23F00008_1605_1605TA22A0001_1605,Booz Allen Hamilton,Booz Allen Hamilton
291520218,75F40121F19003,BOOZ ALLEN HAMILTON INC,2347967.27,RAPID V BPA TASK ORDER #3,Department of Health and Human Services,Food and Drug Administration,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_75F40121F19003_7524_75F40120A00037_7524,Booz Allen Hamilton Inc,Booz Allen Hamilton
291519190,75F40120F80514,BOOZ ALLEN HAMILTON INC,2333961.18,WORKSPACE COLLABORATION AND CONTENT MANAGEMENT NEXT GENERATION SOLUTION,Department of Health and Human Services,Food and Drug Administration,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_75F40120F80514_7524_HHSN316201200008W_7529,Booz Allen Hamilton,Booz Allen Hamilton
306485850,HC102819F1063,BOOZ ALLEN HAMILTON INC,2330309.79,EMASS SPECIAL ACCESS PROGRAM,Department of Defense,Defense Information Systems Agency,,,,,,1173.0,department-of-defense,CONT_AWD_HC102819F1063_9700_HC102817A0003_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
292600679,AG3144D170175,BOOZ ALLEN HAMILTON INC,2322230.69,IGF::CT::IGF APPLICATION DEVELOPMENT  CONTINUITY OF SERVICE - O&M,Department of Agriculture,Office of the Chief Financial Officer,,,,,,95.0,department-of-agriculture,CONT_AWD_AG3144D170175_1205_GS00Q09BGD0019_4735,Booz Allen Hamilton,Booz Allen Hamilton
297877941,FA237724CB053,BOOZ ALLEN HAMILTON INC,2311583.0,"KAIJU BAA, CALL 02 COLOSSUS TECHNICAL AREA 2: MODELING, SIMULATION, AND ANALYSIS. REFERENCE ATTACHMENT 1 - CUI STATEMENT OF WORK FOR FULL REQUIREMENTS DESCRIPTION.",Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA237724CB053_9700_-NONE-_-NONE-,Booz Allen Hamilton Inc,Booz Allen Hamilton
278396915,1605TA22F00003,BOOZ ALLEN HAMILTON INC,2288967.78,LABOR- NEW TASK ORDER - STRATEGIC OPERATIONS,Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605TA22F00003_1605_DOLOPS17A0001_1605,Booz Allen Hamilton,Booz Allen Hamilton
310038334,N0018924FR067,BOOZ ALLEN HAMILTON INC,2288210.64,FWB 2.0 - FORECAST AUTOMATION,Department of Defense,Department of the Navy,,,,,,1173.0,department-of-defense,CONT_AWD_N0018924FR067_9700_N0018922DR001_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
310032257,N0018922FR222,BOOZ ALLEN HAMILTON INC,2271365.04,SYSTEM & NETWORK ADMINISTRATION SUPPORT,Department of Defense,Department of the Navy,,,,,,1173.0,department-of-defense,CONT_AWD_N0018922FR222_9700_N0018922DR001_9700,Booz Allen Hamilton,Booz Allen Hamilton
311614705,PBGC01DO109032,BOOZ ALLEN HAMILTON INC,2269608.98,CIO-OIT,Pension Benefit Guaranty Corporation,Pension Benefit Guaranty Corporation,,,,,,308.0,pension-benefit-guaranty-corporation,CONT_AWD_PBGC01DO109032_1665_PBGC01D090003_1665,Booz Allen Hamilton,Booz Allen Hamilton
278396949,1605TA22F00040,BOOZ ALLEN HAMILTON INC,2264161.3,"OFLC FOREIGN LABOR CERTIFICATION SYSTEMS OPERATIONS AND MAINTENANCE FLAG, SEASONAL JOBS, AND DATA HUB SERVICES.",Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605TA22F00040_1605_DOLOPS17A0001_1605,Booz Allen Hamilton,Booz Allen Hamilton
278396914,1605TA22F00002,BOOZ ALLEN HAMILTON INC,2226040.21,LABOR CONTRACT: BOOZE ALLEN HAMILTON TASK ORDER FOR OASAM/OCIO DIVISION OF CLIENT ENGAGEMENT SUPPORT,Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605TA22F00002_1605_DOLOPS17A0001_1605,Booz Allen Hamilton Inc,Booz Allen Hamilton
279968371,36C10B19N10150035,LIBERTY IT SOLUTIONS LLC,2212192.92,IGF::OT::IGF CAPRI PNCS DBQ PSUH UTILITY SUSTAINMENT,Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B19N10150035_3600_VA11816D1015_3600,Liberty IT Solutions,Booz Allen Hamilton
296940760,DOLOPS16U00036,BOOZ ALLEN HAMILTON INC,2197748.9,IGF::OT::IGF DARE SUPPORT SERVICES,Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_DOLOPS16U00036_1605_DOLOPS15A0010_1605,Booz Allen Hamilton,Booz Allen Hamilton
278396322,1605DC20F00092,BOOZ ALLEN HAMILTON INC,2196401.55,NEW ETA PMO SERVICES LABOR SUPPORT - ESTABLISH A NEW REPLACEMENT TASK ORDER FOR PROJECT MANAGEMENT SUPPORT FOR ETA/OCIO FOR A BASE PERIOD OF 12 MONTHS UNDER BPA DOL-OPS-17-A-0001. THIS WILL REPLACE TO 1605DC-18-F-00244.   COR:  MICHELLE SILVA,Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605DC20F00092_1605_DOLOPS17A0001_1605,Booz Allen Hamilton Inc,Booz Allen Hamilton
281085019,47QFNA21F0154,BOOZ ALLEN HAMILTON INC,2192735.47,IT DATA ANALYTICAL SERVICES,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFNA21F0154_4732_GS35F386DA_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
281087618,47QFWA18F0014,"BOOZ ALLEN HAMILTON ENGINEERING SERVICES, LLC",2189820.17,IGF::OT::IGF AAJTS POLAND,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFWA18F0014_4732_GS00Q09BGD0013_4735,Booz Allen Hamilton,Booz Allen Hamilton
278395101,1605DC17U00116,BOOZ ALLEN HAMILTON INC,2170004.54,IGF::OT::IGF AMS AND EGRANTS PMO SUPPORT,Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605DC17U00116_1605_DOLOPS17A0001_1605,Booz Allen Hamilton,Booz Allen Hamilton
279968372,36C10B19N10150036,LIBERTY IT SOLUTIONS LLC,2151358.28,IGF::OT::IGF   SUSTAINMENT OF THE RTLS TO MAXIMO INTERFACE,Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B19N10150036_3600_VA11816D1015_3600,Booz Allen Hamilton,Booz Allen Hamilton
291247188,70RTAC25FR0000041,BOOZ ALLEN HAMILTON INC,2138281.7,CYBER-SUPPLY CHAIN RISK MANAGEMENT(C-SCRM) SUPPORT SERVICES.,Department of Homeland Security,Office of Procurement Operations,,,,,,766.0,department-of-homeland-security,CONT_AWD_70RTAC25FR0000041_7001_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
311615077,PBGC01DO139007,BOOZ ALLEN HAMILTON INC,2117670.74,IGF::CT::IGF,Pension Benefit Guaranty Corporation,Pension Benefit Guaranty Corporation,,,,,,308.0,pension-benefit-guaranty-corporation,CONT_AWD_PBGC01DO139007_1665_PBGC01D090004_1665,Booz Allen Hamilton,Booz Allen Hamilton
278395871,1605DC19F00118,BOOZ ALLEN HAMILTON INC,2116728.21,NEW ORDER AGAINST BOOZ ALLEN HAMILTON TO SUPPORT THE ETA-OFLC LABOR CERTIFICATE PROCESSING MODERNIZATION.,Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605DC19F00118_1605_DOLOPS17A0001_1605,Booz Allen Hamilton,Booz Allen Hamilton
308032330,IND15PB00071,BOOZ ALLEN HAMILTON INC,2110104.47,"IGF::OT::IGF THE CONTRACTOR SHALL PERFORM SERVICES IN ACCORDANCE WITH THE STATEMENT OF WORK ENTITLED, ""CALL 11: FOURTH ESTATE MANPOWER TRACKING SYSTEM (FMTS) REQUIREMENTS ANALYSIS  DATED 10 OCTOBER 2014.",Department of the Interior,Departmental Offices,,,,,,209.0,department-of-the-interior,CONT_AWD_IND15PB00071_1406_IND14PA00050_1406,Booz Allen Hamilton Inc,Booz Allen Hamilton
305317960,GSQ0717BG0038,"BOOZ ALLEN HAMILTON ENGINEERING SERVICES, LLC",2106260.57,IGF::OT::IGF FY17 IAIS SUPPORT,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0717BG0038_4732_GS00Q09BGD0013_4735,Booz Allen Hamilton,Booz Allen Hamilton
305317919,GSQ0716BG0083,"BOOZ ALLEN HAMILTON ENGINEERING SERVICES, LLC",2103889.93,IGF::OT::IGF AIR NATIONAL GUARD (ANG)C-130H MULTI-MISSION CREW TRAINER (MMCT) MATERIAL PROCUREMENT AND SOFTWARE SUPPORT,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0716BG0083_4732_GS00Q09BGD0013_4735,Booz Allen Hamilton,Booz Allen Hamilton
278396834,1605TA21F00011,BOOZ ALLEN HAMILTON INC,2098330.49,"OCIO ADMINISTRATION, BUSINESS MANAGEMENT & GOVERNANCE (ABMG) DIRECTORATE SUPPORT",Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605TA21F00011_1605_DOLOPS17A0001_1605,Booz Allen Hamilton Inc,Booz Allen Hamilton
278251952,15F06718F0004682,BOOZ ALLEN HAMILTON INC,2094815.92,TGF::OT::TGF,Department of Justice,Federal Bureau of Investigation,,,,,,252.0,department-of-justice,CONT_AWD_15F06718F0004682_1549_GS35F0306J_4730,Booz Allen Hamilton,Booz Allen Hamilton
278395000,1605DC17U00005,BOOZ ALLEN HAMILTON INC,2092200.62,IGF::OT::IGF ETA IT MODERNIZATION SUPPPORT,Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605DC17U00005_1605_DOLOPS17A0001_1605,Booz Allen Hamilton,Booz Allen Hamilton
272975546,0011,BOOZ ALLEN HAMILTON INC,2085185.94,IGF::OT::IGF SOF AT&L GAMECHANGERS TASK ORDER BASE YEAR,Department of Defense,Defense Contract Management Agency,,,,,,1173.0,department-of-defense,CONT_AWD_0011_9700_H9222211D0018_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
279036411,20341222F00072,BOOZ ALLEN HAMILTON INC,2084477.95,"IT: MIGRATE ON-PREM APPLICATIONS TO AWS FINCEN CLOUD.  CLOUD MIGRATIONS INCLUDE FINLAB, BRP, AND LEGACY APPLICATIONS.",Department of the Treasury,Bureau of the Fiscal Service,,,,,,456.0,department-of-the-treasury,CONT_AWD_20341222F00072_2036_20341219A00006_2036,Booz Allen Hamilton Inc,Booz Allen Hamilton
311870249,RRB14D1056,BOOZ ALLEN HAMILTON INC,2082125.4,IGF::OT::IGF SYSTEM DEVELOPMENT SERVICES - SPEED 7.0 PROJECT,Railroad Retirement Board,Railroad Retirement Board,,,,,,693.0,railroad-retirement-board,CONT_AWD_RRB14D1056_6000_RRB11A012_6000,Booz Allen Hamilton,Booz Allen Hamilton
277748700,140D0418C0002,BOOZ ALLEN HAMILTON INC,2072123.5,IGF::OT::IGF DHS S&T PROGRAM - CHILD EXPLOITATION: THE ABILITY TO COMBAT CHILD EXPLOITATION,Department of the Interior,Departmental Offices,,,,,,209.0,department-of-the-interior,CONT_AWD_140D0418C0002_1406_-NONE-_-NONE-,Booz Allen Hamilton Inc,Booz Allen Hamilton
307160863,HHSP23337063,"AQUILENT, INC.",2055525.43,IGF::OT::IGF    CALL ORDER FOR WEB DEVELOPMENT AND DAILY OPERATIONS AND MAINTENANCE SUPPORT ON WEB DEV BPA FOR ASPA WEB,Department of Health and Human Services,Office of the Assistant Secretary for Administration,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_HHSP23337063_7570_HHSP233201300057B_7555,Aquilent,Booz Allen Hamilton
306629675,HHSD2002010371980007,BOOZ ALLEN HAMILTON INC,2054164.81,IGF::OT::IGF FOR OTHER FUNCTIONS,Department of Health and Human Services,Centers for Disease Control and Prevention,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_HHSD2002010371980007_7523_HHSD200201037198I_7523,Booz Allen Hamilton Inc,Booz Allen Hamilton
310017743,N0018918FQ218,BOOZ ALLEN HAMILTON INC,2050494.48,ICEBERG FWB SOFTWARE REDESIGN,Department of Defense,Department of the Navy,,,,,,1173.0,department-of-defense,CONT_AWD_N0018918FQ218_9700_N0018915DQ002_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
347650165,VA11816F10150007,LIBERTY IT SOLUTIONS LLC,2047368.0,IGF::OT::IGF  VSS TIER 3 SUSTAINMENT HELP DESK SUPPORT NEW TASK ORDER,Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_VA11816F10150007_3600_VA11816D1015_3600,Liberty IT Solutions,Booz Allen Hamilton
306629681,HHSD2002010371980013,BOOZ ALLEN HAMILTON INC,2042289.55,"IGF::OT::IGF NCHS DVS DEVELOPMENT, MAINTENANCE, AND INTEROPERABILITY OF MEDICAL CODING SYSTEMS (RESEARCH TRIANGLE PARK, NC)",Department of Health and Human Services,Centers for Disease Control and Prevention,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_HHSD2002010371980013_7523_HHSD200201037198I_7523,Booz Allen Hamilton,Booz Allen Hamilton
298576799,FA865021F2202,BOOZ ALLEN HAMILTON INC,2004846.7,SYSTEMS MODELING OF EFFECTIVENESS,Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA865021F2202_9700_FA865019D2241_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
